school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,CONTEMPORARY DANCE
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ARTS CLUB
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,MULTIMEDIA CLUB
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,ELDDS (Debate)
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,GREEN CLUB,na
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,IT CLUB,INFOCOMM CLUB
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHESS CLUB - CHINESE,CHINESE CHESS CLUB
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,WEIQI CLUB,MIND GAMES CLUB
NAN CHIAU HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
NAN CHIAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
NAN CHIAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
NAN CHIAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURAL SOCIETY,CHINESE LDDS
NAN CHIAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENGLISH SOCIETY,ELDDS
NAN CHIAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MEDIA CLUB,INFO COMM CLUB
NAN CHIAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ENVIRONMENTAL CLUB
NAN CHIAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,ROBOTICS CLUB
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,ATHLETICS
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL (GIRLS)
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS)
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (GIRLS)
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
NAN HUA HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (BOYS)
NAN HUA HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
NAN HUA HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
NAN HUA HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NAN HUA HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
NAN HUA HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - LAP HARP,HARP ENSEMBLE
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE SOCIETY
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA SOCIETY
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA & DEBATING CLUB
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART AND DESIGN CLUB
NAN HUA HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CALLIGRAPHY CLUB
NAN HUA HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,IT CLUB,INFOCOMM CLUB
NAN HUA HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INNOVATION SOCIETY,INNOVATION CLUB
NAN HUA HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,na
NAN HUA PRIMARY SCHOOL,,CLUBS AND SOCIETIES,LIBRARY,
NAN HUA PRIMARY SCHOOL,,CLUBS AND SOCIETIES,ASTRONOMY CLUB,
NAN HUA PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
NAN HUA PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
NAN HUA PRIMARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,BYTE CLUB,INFOCOMM CLUB
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,AIR RIFLE & AIR PISTOL / SHOOTING
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,JUDO,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SAILING,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TENNIS,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,ARTISTIC GYM/TRAMPOLINE
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,THEATRE CLUB
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHINESE SOCIETY,na
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,NANYANG DEBATE CLUB
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ENGLISH SOCIETY
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE TROUPE / DRUM ENSEMBLE
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,NANYANG OUTDOORS CLUB
NANYANG GIRLS' HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHESS CLUB - INTERNATIONAL,MIND SPORTS CLUB
NANYANG JUNIOR COLLEGE,,PHYSICAL SPORTS,BASKETBALL,
NANYANG JUNIOR COLLEGE,,PHYSICAL SPORTS,BADMINTON,
NANYANG JUNIOR COLLEGE,,UNIFORMED GROUPS,BOYS' BRIGADE,
NANYANG JUNIOR COLLEGE,,PHYSICAL SPORTS,FOOTBALL,
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,SWIMMING / FLIPPA BALL
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
NANYANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,na
NANYANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
NANYANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
NANYANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,Pegasus Cub Scouts Unit
NANYANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY CLUB
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,WEIQI CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ADVANCED MATHEMATICS ENRICHMENT CLUB,na
NANYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE SPEECH AND DRAMA CLUB,na
NATIONAL JUNIOR COLLEGE,,UNIFORMED GROUPS,NCC (LAND),
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,INTERACT CLUB,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,CHOIR,
NATIONAL JUNIOR COLLEGE,,PHYSICAL SPORTS,BASKETBALL,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,DANCE - MALAY,
NATIONAL JUNIOR COLLEGE,,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,
NATIONAL JUNIOR COLLEGE,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
NATIONAL JUNIOR COLLEGE,,PHYSICAL SPORTS,BADMINTON,
NATIONAL JUNIOR COLLEGE,,PHYSICAL SPORTS,TABLE TENNIS,
NATIONAL JUNIOR COLLEGE,,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,SCOUTS,
NATIONAL JUNIOR COLLEGE,,UNIFORMED GROUPS,BOYS' BRIGADE,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,BAND - MILITARY,
NATIONAL JUNIOR COLLEGE,,PHYSICAL SPORTS,PREFECTORIAL BOARD,
NATIONAL JUNIOR COLLEGE,,PHYSICAL SPORTS,HOCKEY,
NATIONAL JUNIOR COLLEGE,,UNIFORMED GROUPS,GIRLS' BRIGADE,
NATIONAL JUNIOR COLLEGE,,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,
NATIONAL JUNIOR COLLEGE,,UNIFORMED GROUPS,SCOUTS,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,
NATIONAL JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,BROWNIES,
NATIONAL JUNIOR COLLEGE,,CLUBS AND SOCIETIES,COMPUTER CLUB,
NAVAL BASE PRIMARY SCHOOL,,UNIFORMED GROUPS,ADVENTURE CLUB,
NAVAL BASE PRIMARY SCHOOL,,PHYSICAL SPORTS,INFOCOM CLUB,
NAVAL BASE PRIMARY SCHOOL,,UNIFORMED GROUPS,ST. JOHN BRIGADE,
NAVAL BASE PRIMARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
NAVAL BASE PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
NAVAL BASE PRIMARY SCHOOL,,CLUBS AND SOCIETIES,GREEN CLUB,
NAVAL BASE PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
NAVAL BASE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SEPAK TAKRAW,SEPAK TAKRAW
NAVAL BASE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
NAVAL BASE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NAVAL BASE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE
NAVAL BASE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
NAVAL BASE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,SYMPHONIC BAND
NAVAL BASE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
NAVAL BASE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY,SERVICE LEARNING CLUB
NAVAL BASE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,Red Cross
NEW TOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,INTERNATIONAL DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,PA Club
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ENGLISH CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,TAF CLUB,FUN & FITNESS
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE & ENVIRONMENT CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,RADIO CONTROL AND ROBOTICS CLUB,ROBOTICS CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,IT/MEDIA CLUB
NEW TOWN SECONDARY SCHOOL,SECONDARY,OTHERS,STUDENTS' COUNCIL,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
NEW TOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,CHINESE CONTEMPORARY DANCE
NEW TOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,ETHNIC FUSION DANCE
NEW TOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
NEW TOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
NEW TOWN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,MEDIA & COMMUNICATIONS
NEW TOWN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY,CREATIVE READERS CLUB
NGEE ANN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
NGEE ANN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,POTTERY CLUB,VISUAL ARTS CLUB
NGEE ANN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PUBLICATION AND MEDIA CLUB,MEDIA AND INFOCOMM CLUB
NGEE ANN SECONDARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
NGEE ANN SECONDARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
NGEE ANN SECONDARY SCHOOL,,PHYSICAL SPORTS,SCIENCE CLUB,
NGEE ANN SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
NGEE ANN SECONDARY SCHOOL,,UNIFORMED GROUPS,FOOTBALL,
NORTH SPRING PRIMARY SCHOOL,,PHYSICAL SPORTS,TABLE TENNIS,
NORTH SPRING PRIMARY SCHOOL,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
NORTH SPRING PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,MEDIA RESOURCE AND IT CLUB,
NORTH SPRING PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,FOOTBALL,
NORTH SPRING PRIMARY SCHOOL,,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,
NORTH SPRING PRIMARY SCHOOL,,PHYSICAL SPORTS,HOCKEY,
NORTH SPRING PRIMARY SCHOOL,,PHYSICAL SPORTS,SEPAK TAKRAW,
NORTH VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,CREATIVE HANDS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
NORTH VISTA PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
NORTH VISTA PRIMARY SCHOOL,,PHYSICAL SPORTS,SAILING,
NORTH VISTA PRIMARY SCHOOL,,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,
NORTH VISTA PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MODERN,
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
